0,,,,,,
1,,,,,,
2,生命保険,日本生命保険相互会社,71871名  ⇒内務職員 19515名（2018年3月末）,大阪府大阪市中央区今橋3-5-12,【採用データ画面】『採用問い合わせ先1・2』をご覧ください。,https://www.nissay-saiyo.com/
3,鉄道,東日本旅客鉄道(株)【JR東日本】,5万4880名（2018年4月1日現在）,東京都渋谷区代々木二丁目2番2号,〒151-8578東京都渋谷区代々木二丁目2番2号人財戦略部採用事務局TEL:03-5334-1329（平日の10:00～17:00）,http://www.jreast.co.jp/recruit/student/
4,総合電機,(株)日立製作所,3万4925名（2018年3月末日現在）,東京都千代田区丸の内1-6-6,〒100-8280　東京都千代田区丸の内1-6-6日立製作所　採用グループ　リクルーティング事務局TEL:03-6361-9070,http://www.hitachi.co.jp/recruit/newgraduate/
5,生命保険,住友生命保険相互会社,42848名(2018年3月),東京都中央区築地7-18-24,〒104-8430　東京都中央区築地7-18-24リクルート推進室TEL:03-6381-4016（直）〒540-8512大阪市中央区城見1-4-35大阪人事室TEL:06-6937-1000（直）,http://www.sumitomolife.co.jp/about/employ/saiyou/
7,生命保険,第一生命保険(株),56161名【内勤職11437名、営業職44724名】（2018年9月末現在）,,〒100-8411東京都千代田区有楽町1-13-1第一生命　基幹職採用事務局,http://www.dai-ichi-saiyo.jp
8,自動車・自動車部品,トヨタ自動車(株),単体：74890人（2018年3月末現在）,愛知県豊田市トヨタ町1,本社／愛知県豊田市トヨタ町1番地 〒471-8571 人材開発部　採用・計画室　 アドレス：cg50-n8s@mmx.toyota.co.jp ※お問い合わせはE-mailで受け付けています。,採用HP:　http://toyota-saiyo.com/企業HP:　http://www.toyota.co.jp/
9,鉄鋼,日本製鉄(株)【旧社名　新日鐵住金(株)】 ,93557名（連結）（2018年3月現在）25101名（単体）（2018年3月現在）,東京都千代田区丸の内2-6-1,〒100-8071　東京都千代田区丸の内2-6-1TEL:03-6867-2242人事労政部　人材開発室,https://www.nipponsteel.com/recruit/hq/
0,,,,,,
1,,,,,,
2,生命保険,日本生命保険相互会社,71871名  ⇒内務職員 19515名（2018年3月末）,大阪府大阪市中央区今橋3-5-12,【採用データ画面】『採用問い合わせ先1・2』をご覧ください。,https://www.nissay-saiyo.com/
3,鉄道,東日本旅客鉄道(株)【JR東日本】,5万4880名（2018年4月1日現在）,東京都渋谷区代々木二丁目2番2号,〒151-8578東京都渋谷区代々木二丁目2番2号人財戦略部採用事務局TEL:03-5334-1329（平日の10:00～17:00）,http://www.jreast.co.jp/recruit/student/
4,総合電機,(株)日立製作所,3万4925名（2018年3月末日現在）,東京都千代田区丸の内1-6-6,〒100-8280　東京都千代田区丸の内1-6-6日立製作所　採用グループ　リクルーティング事務局TEL:03-6361-9070,http://www.hitachi.co.jp/recruit/newgraduate/
5,生命保険,住友生命保険相互会社,42848名(2018年3月),東京都中央区築地7-18-24,〒104-8430　東京都中央区築地7-18-24リクルート推進室TEL:03-6381-4016（直）〒540-8512大阪市中央区城見1-4-35大阪人事室TEL:06-6937-1000（直）,http://www.sumitomolife.co.jp/about/employ/saiyou/
7,生命保険,第一生命保険(株),56161名【内勤職11437名、営業職44724名】（2018年9月末現在）,,〒100-8411東京都千代田区有楽町1-13-1第一生命　基幹職採用事務局,http://www.dai-ichi-saiyo.jp
8,自動車・自動車部品,トヨタ自動車(株),単体：74890人（2018年3月末現在）,愛知県豊田市トヨタ町1,本社／愛知県豊田市トヨタ町1番地 〒471-8571 人材開発部　採用・計画室　 アドレス：cg50-n8s@mmx.toyota.co.jp ※お問い合わせはE-mailで受け付けています。,採用HP:　http://toyota-saiyo.com/企業HP:　http://www.toyota.co.jp/
9,鉄鋼,日本製鉄(株)【旧社名　新日鐵住金(株)】 ,93557名（連結）（2018年3月現在）25101名（単体）（2018年3月現在）,東京都千代田区丸の内2-6-1,〒100-8071　東京都千代田区丸の内2-6-1TEL:03-6867-2242人事労政部　人材開発室,https://www.nipponsteel.com/recruit/hq/
